step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
231,PAYMENT,14749.26,C2095181071,0.0,0.0,M108915496,0.0,0.0,0,0
256,PAYMENT,13721.19,C1827228566,69204.0,55482.81,M1251615230,0.0,0.0,0,0
140,TRANSFER,663285.81,C1468047497,43288.0,0.0,C2147161146,4307171.47,5532406.39,0,0
12,CASH_OUT,154931.65,C97292692,20500.0,0.0,C1689651646,886715.4,0.0,0,0
19,CASH_OUT,221287.64,C759068162,0.0,0.0,C806723323,310570.0,504223.99,0,0
379,CASH_IN,128166.1,C2040224047,1430251.21,1558417.32,C1482380408,8017530.55,7889364.45,0,0
237,PAYMENT,5727.78,C653700565,0.0,0.0,M1748213607,0.0,0.0,0,0
161,PAYMENT,17009.96,C1314925653,0.0,0.0,M1613513956,0.0,0.0,0,0
277,CASH_OUT,145812.8,C692798584,0.0,0.0,C1690291914,651368.62,797181.41,0,0
188,CASH_IN,207688.96,C1875320120,99741.0,307429.96,C1348149509,5596345.76,5388656.8,0,0
158,TRANSFER,378999.32,C933544140,0.0,0.0,C1922198883,3686825.69,4065825.01,0,0
284,CASH_OUT,83400.33,C1322015859,206926.0,123525.67,C662137681,0.0,83400.33,0,0
15,CASH_OUT,58038.76,C1601342956,0.0,0.0,C1728766751,11719465.11,12128823.97,0,0
404,CASH_IN,146379.89,C310534733,10824.0,157203.89,C1103726063,0.0,0.0,0,0
406,PAYMENT,3258.93,C1763388125,30059.0,26800.07,M1224309635,0.0,0.0,0,0
544,CASH_IN,409629.73,C1821240064,8792788.01,9202417.74,C1138040397,1549076.27,1139446.54,0,0
135,CASH_OUT,272303.99,C73767289,0.0,0.0,C1755469409,658721.89,931025.89,0,0
355,CASH_OUT,51075.55,C2055700671,34717.0,0.0,C2135321632,68015.54,119091.1,0,0
12,TRANSFER,1047893.76,C544091672,0.0,0.0,C89406522,1725406.24,2084824.08,0,0
348,PAYMENT,1563.4,C1188305613,2175.0,611.6,M2046499235,0.0,0.0,0,0
164,CASH_IN,304071.12,C620482606,53211.0,357282.12,C348009722,736896.96,432825.84,0,0
16,CASH_IN,381313.81,C1653052369,7435451.52,7816765.33,C776470216,773725.75,392411.95,0,0
380,CASH_IN,145178.63,C122178116,9164.0,154342.63,C412278119,596220.19,451041.56,0,0
402,CASH_OUT,178859.89,C1636306589,50806.5,0.0,C1700557074,504088.3,682948.18,0,0
44,CASH_OUT,403101.54,C1072104626,0.0,0.0,C972333343,858831.82,1194016.63,0,0
34,CASH_IN,152667.59,C2072359045,104196.0,256863.59,C1921483039,6280534.98,6005895.16,0,0
14,PAYMENT,9125.73,C867956299,0.0,0.0,M1337376893,0.0,0.0,0,0
201,CASH_OUT,131370.48,C1428076444,0.0,0.0,C512337157,655415.88,786786.37,0,0
41,PAYMENT,2642.23,C800085330,30467.0,27824.77,M651170511,0.0,0.0,0,0
284,PAYMENT,5805.53,C1936738843,0.0,0.0,M797492908,0.0,0.0,0,0
372,CASH_OUT,102591.66,C110938587,0.0,0.0,C890946951,110661.8,213253.47,0,0
226,CASH_OUT,4821.02,C356715777,0.0,0.0,C1606539192,100919.35,105740.37,0,0
9,PAYMENT,8534.5,C2046470933,9085.0,550.5,M7130000,0.0,0.0,0,0
13,PAYMENT,17867.86,C665468919,397233.18,379365.32,M199934736,0.0,0.0,0,0
95,PAYMENT,6447.52,C571583519,20811.0,14363.48,M504169763,0.0,0.0,0,0
178,CASH_OUT,153592.11,C508051362,0.0,0.0,C1835331015,2197464.17,2316253.94,0,0
350,CASH_IN,26995.5,C1749018020,2161.0,29156.5,C494734627,0.0,0.0,0,0
306,CASH_OUT,486011.85,C1466796737,0.0,0.0,C446270058,2910302.2,3396314.05,0,0
15,CASH_OUT,42750.42,C1419868447,10173.0,0.0,C1687028194,192517.12,235267.54,0,0
357,PAYMENT,30412.41,C2088223655,0.0,0.0,M1024804975,0.0,0.0,0,0
322,CASH_OUT,64381.71,C2055673677,0.0,0.0,C579226376,162558.98,226940.69,0,0
382,CASH_OUT,259082.99,C1376133136,287.83,0.0,C957660728,10721248.93,10980331.92,0,0
354,CASH_OUT,30557.47,C1144850612,59457.0,28899.53,C1467181221,450878.97,481436.45,0,0
348,CASH_OUT,210046.0,C1862007554,198.0,0.0,C533917520,0.0,210046.0,0,0
95,PAYMENT,20307.47,C743068125,0.0,0.0,M2036458120,0.0,0.0,0,0
322,CASH_IN,227440.67,C759349400,5086015.11,5313455.77,C1755776719,3506195.86,3278755.19,0,0
155,CASH_OUT,269316.46,C570932740,21850.0,0.0,C1996595721,231139.73,500456.18,0,0
131,CASH_IN,117634.17,C1441926898,141779.0,259413.17,C1046076216,289863.81,172229.64,0,0
250,PAYMENT,18237.21,C355340932,24107.18,5869.97,M320946942,0.0,0.0,0,0
36,PAYMENT,8305.93,C1521753337,26495.0,18189.07,M1314659762,0.0,0.0,0,0
351,TRANSFER,738125.31,C358912603,0.0,0.0,C649907145,997813.71,1735939.03,0,0
41,CASH_IN,230780.52,C2104107945,25410.0,256190.52,C1075166802,0.0,0.0,0,0
167,PAYMENT,1831.56,C837918932,13353.0,11521.44,M1924411189,0.0,0.0,0,0
355,CASH_OUT,190980.99,C1152107674,55894.0,0.0,C1664986169,1830571.62,2021552.61,0,0
394,CASH_OUT,356689.89,C144102621,0.0,0.0,C1304186461,2171370.1,2528059.99,0,0
202,CASH_OUT,516288.75,C805815350,0.0,0.0,C287731032,1051793.22,1695731.38,0,0
283,PAYMENT,2738.76,C1057049985,106793.0,104054.24,M101092218,0.0,0.0,0,0
403,CASH_OUT,175445.71,C358464364,11289.0,0.0,C1314694482,3415.0,178860.7,0,0
347,CASH_IN,79324.21,C869388232,17620125.16,17699449.37,C277058211,6456650.73,6377326.53,0,0
212,PAYMENT,4627.99,C1695465823,935330.83,930702.85,M1255021552,0.0,0.0,0,0
254,TRANSFER,844709.83,C1944473010,31721.0,0.0,C1500734916,39565.23,884275.06,0,0
394,PAYMENT,4876.86,C1146973598,25703.0,20826.14,M446845513,0.0,0.0,0,0
284,CASH_OUT,159038.45,C1095349722,0.0,0.0,C1437440684,5808880.14,5967918.59,0,0
10,CASH_OUT,544659.25,C1908401626,21957.0,0.0,C84804929,1242805.67,1787464.93,0,0
404,PAYMENT,1841.61,C226685264,508171.0,506329.39,M1593477319,0.0,0.0,0,0
305,CASH_IN,63485.51,C236263523,18828.0,82313.51,C578439732,1239617.74,1176132.23,0,0
20,TRANSFER,710893.62,C118615605,11703.0,0.0,C2071452047,8057.0,803378.11,0,0
11,CASH_IN,260630.46,C1081821056,60015.0,320645.46,C1832624381,5738479.2,5477848.74,0,0
283,CASH_OUT,106414.27,C1957933033,0.0,0.0,C1048418719,1618341.37,1724755.64,0,0
35,CASH_OUT,287509.91,C1610097265,104551.0,0.0,C1529944279,1061638.65,1349148.56,0,0
544,PAYMENT,13713.53,C13379202,498.0,0.0,M163219079,0.0,0.0,0,0
400,CASH_IN,283949.84,C62077177,2785466.82,3069416.67,C421959946,303744.55,19794.71,0,0
154,PAYMENT,9572.51,C449897720,31402.0,21829.49,M474918962,0.0,0.0,0,0
183,TRANSFER,36777.57,C2077657473,15761.0,0.0,C2109110472,227099.89,263877.46,0,0
305,CASH_IN,107508.85,C1934447289,8231897.09,8339405.94,C643159092,4883408.64,4775899.78,0,0
395,CASH_OUT,1731771.85,C1247603415,0.0,0.0,C2058059189,2923425.73,4655197.58,0,0
322,CASH_IN,86552.91,C816382301,833.0,87385.91,C943937903,2215094.79,2128541.89,0,0
301,PAYMENT,23085.25,C1071853519,85836.56,62751.3,M364207791,0.0,0.0,0,0
164,CASH_OUT,273216.53,C1221147963,0.0,0.0,C2042657429,1917377.63,2190594.16,0,0
330,PAYMENT,24192.38,C1173773619,77691.09,53498.71,M1191886743,0.0,0.0,0,0
329,CASH_OUT,150459.34,C404544369,0.0,0.0,C215720651,3246984.08,3397443.42,0,0
280,CASH_OUT,96334.72,C867507162,0.0,0.0,C1677088112,111082.31,207417.03,0,0
21,PAYMENT,2010.37,C1684950319,0.0,0.0,M1896148357,0.0,0.0,0,0
155,CASH_OUT,39240.39,C400050644,9654.0,0.0,C1886016219,0.0,39240.39,0,0
136,CASH_OUT,52798.84,C1878730621,0.0,0.0,C1175525476,270684.46,323483.3,0,0
234,CASH_OUT,133123.14,C1764591792,105756.0,0.0,C1379314568,85611.34,218734.48,0,0
15,CASH_OUT,399252.95,C627080279,5255.0,0.0,C1052772714,524640.63,923893.58,0,0
373,CASH_OUT,90971.62,C1598260813,34788.0,0.0,C1815058836,130475.95,221447.57,0,0
34,CASH_IN,43519.09,C440878049,5694720.32,5738239.42,C254871157,7053074.79,6834525.21,0,0
132,CASH_OUT,60165.88,C836826169,0.0,0.0,C318242337,757287.16,817453.04,0,0
135,PAYMENT,6139.97,C978597284,927791.66,921651.69,M1490560617,0.0,0.0,0,0
326,PAYMENT,14502.11,C17181237,2131.0,0.0,M557308120,0.0,0.0,0,0
349,TRANSFER,1922511.39,C2031657483,17278.0,0.0,C1311209630,3369612.58,5292123.97,0,0
325,PAYMENT,31719.87,C2098184304,36897.0,5177.13,M1127860943,0.0,0.0,0,0
451,CASH_IN,190155.9,C166975406,9569221.44,9759377.34,C466931558,3305797.69,3115641.8,0,0
282,PAYMENT,6477.57,C1820772281,1853.0,0.0,M1523469510,0.0,0.0,0,0
226,CASH_OUT,84945.29,C2093621634,0.0,0.0,C916386995,130854.88,215800.17,0,0
203,PAYMENT,8268.28,C277155699,0.0,0.0,M1744906740,0.0,0.0,0,0
208,TRANSFER,175365.53,C1527517262,0.0,0.0,C1563259076,326313.57,501679.09,0,0
589,PAYMENT,69457.68,C1692010534,93.0,0.0,M739027415,0.0,0.0,0,0
46,CASH_OUT,312528.84,C477446309,80234.0,0.0,C1600901507,593621.58,906150.43,0,0
396,TRANSFER,1907291.3,C1098220058,0.0,0.0,C1556791377,15285270.64,17223639.64,0,0
403,PAYMENT,2053.22,C1344372062,0.0,0.0,M1791558440,0.0,0.0,0,0
130,PAYMENT,33592.67,C570414806,21942.0,0.0,M628109831,0.0,0.0,0,0
155,CASH_OUT,242067.95,C320637966,0.0,0.0,C153898945,2855755.26,3097823.21,0,0
684,TRANSFER,7083560.28,C1313927937,5329.0,0.0,C366912834,711053.54,7794613.83,0,0
347,CASH_IN,344189.93,C632683920,1089.0,345278.93,C812162210,2147974.13,1803784.2,0,0
371,PAYMENT,5883.0,C1303112730,0.0,0.0,M1120981931,0.0,0.0,0,0
349,TRANSFER,670706.96,C438499801,0.0,0.0,C592210252,1267811.84,1938518.8,0,0
188,CASH_OUT,212327.98,C1616823527,0.0,0.0,C2071986041,272976.08,485304.05,0,0
137,CASH_OUT,9288.44,C66714899,11655.0,2366.56,C2124781338,0.0,9288.44,0,0
289,TRANSFER,893263.91,C196939353,0.0,0.0,C1925519817,3860455.89,4753719.79,0,0
157,PAYMENT,12013.5,C232780156,318484.97,306471.46,M291473239,0.0,0.0,0,0
278,PAYMENT,11820.15,C2000718250,383244.06,371423.91,M816302035,0.0,0.0,0,0
212,CASH_IN,95643.46,C1147098115,1812962.03,1908605.49,C724112285,467899.92,372256.46,0,0
328,CASH_OUT,262790.7,C464311944,75024.0,0.0,C686671331,2126267.42,2389058.12,0,0
135,CASH_IN,257773.71,C765867545,10271364.77,10529138.48,C1538882286,527659.37,269885.65,0,0
664,CASH_IN,575203.61,C1469331632,6173826.87,6749030.48,C838802348,1562684.96,987481.35,0,0
379,PAYMENT,11401.11,C1049628911,0.0,0.0,M966775107,0.0,0.0,0,0
8,CASH_IN,161714.04,C1119245774,13651.73,175365.77,C459172227,2591462.11,2674981.69,0,0
644,PAYMENT,6688.06,C1276487059,254832.62,248144.56,M249478531,0.0,0.0,0,0
18,TRANSFER,419979.22,C1387125418,0.0,0.0,C1013959080,8658120.35,9078099.56,0,0
44,PAYMENT,3351.58,C1193281745,0.0,0.0,M2056999622,0.0,0.0,0,0
330,CASH_IN,6868.16,C2142213105,2302971.68,2309839.84,C1942168105,37384.26,30516.09,0,0
592,PAYMENT,3437.86,C1813075601,0.0,0.0,M1687424598,0.0,0.0,0,0
34,CASH_IN,101877.61,C951184226,4017962.02,4119839.63,C2117937646,2186054.02,2084176.41,0,0
374,TRANSFER,1111479.71,C1115579605,0.0,0.0,C654880127,1229769.56,2341249.27,0,0
259,CASH_IN,27437.82,C1666690673,3641.0,31078.82,C125070798,0.0,0.0,0,0
180,PAYMENT,3848.76,C1649510144,14585.0,10736.24,M901739618,0.0,0.0,0,0
546,CASH_OUT,155499.48,C1115735575,21010.0,0.0,C2039116225,6196.42,161695.9,0,0
259,CASH_OUT,171245.65,C644429797,72275.0,0.0,C1988858984,0.0,171245.65,0,0
169,CASH_OUT,241850.25,C1386992862,0.0,0.0,C1650598515,284843.4,526693.65,0,0
350,CASH_OUT,286708.93,C1369436458,0.0,0.0,C937387863,366247.12,652956.04,0,0
352,PAYMENT,20255.78,C1202661809,154955.37,134699.6,M162424146,0.0,0.0,0,0
326,PAYMENT,27568.96,C293329351,0.0,0.0,M1227520317,0.0,0.0,0,0
370,PAYMENT,8434.85,C1890817369,0.0,0.0,M1681406479,0.0,0.0,0,0
230,PAYMENT,1593.41,C1803718196,50226.45,48633.05,M1953207256,0.0,0.0,0,0
404,PAYMENT,41899.35,C1292853234,806.95,0.0,M621335189,0.0,0.0,0,0
299,CASH_OUT,225101.53,C592410515,31019.0,0.0,C475540986,34021.94,259123.47,0,0
300,PAYMENT,50482.0,C1262869888,94035.15,43553.15,M1300240544,0.0,0.0,0,0
235,PAYMENT,6894.92,C1575775358,19151.0,12256.08,M713738374,0.0,0.0,0,0
548,CASH_OUT,180492.08,C2082357461,16943.46,0.0,C846541149,244327.05,424819.13,0,0
301,TRANSFER,1057478.09,C1198358561,394561.06,0.0,C47720353,2168596.78,3226074.86,0,0
183,PAYMENT,19469.07,C849429152,9090.0,0.0,M112691842,0.0,0.0,0,0
232,TRANSFER,103749.34,C212102824,80589.0,0.0,C1617141869,149106.05,252855.4,0,0
299,CASH_IN,255827.0,C1014620102,9126.0,264953.0,C105406022,0.0,0.0,0,0
346,CASH_OUT,540976.21,C1415541465,0.0,0.0,C706710095,2668011.56,3208987.76,0,0
207,CASH_OUT,89962.19,C1204949123,0.0,0.0,C1487501899,4104363.64,4194325.84,0,0
280,CASH_IN,61814.32,C1912369022,7557239.21,7619053.53,C794593518,4286836.24,4225021.92,0,0
398,CASH_OUT,33971.84,C975310262,710884.59,676912.74,C1945061748,212849.14,246820.99,0,0
330,CASH_OUT,196889.65,C85716191,0.0,0.0,C77903834,1672236.69,1869126.34,0,0
135,CASH_OUT,285751.47,C1392490613,0.0,0.0,C719371160,1466084.97,1469896.81,0,0
408,CASH_IN,147104.85,C1867208145,1198584.78,1345689.63,C358401496,3924177.39,3777072.54,0,0
299,PAYMENT,16956.47,C1866961342,309978.63,293022.15,M326273589,0.0,0.0,0,0
17,PAYMENT,34963.79,C1613181551,29842.0,0.0,M454501339,0.0,0.0,0,0
236,TRANSFER,329488.58,C1300580796,0.0,0.0,C232931591,430024.63,759513.21,0,0
33,CASH_IN,175990.56,C886008577,14028.0,190018.56,C151238167,11064.0,0.0,0,0
14,PAYMENT,3169.06,C190368222,5775.07,2606.01,M1535616683,0.0,0.0,0,0
303,CASH_IN,332586.19,C1477769980,388858.0,721444.19,C1219042454,1509857.24,1177271.05,0,0
396,PAYMENT,34730.39,C481503822,81178.82,46448.43,M916855146,0.0,0.0,0,0
353,PAYMENT,7059.92,C64855551,0.0,0.0,M22631843,0.0,0.0,0,0
94,PAYMENT,7016.53,C1907556159,62361.0,55344.47,M892144948,0.0,0.0,0,0
233,PAYMENT,9150.04,C877471671,30836.0,21685.96,M1870635658,0.0,0.0,0,0
351,CASH_OUT,413115.57,C1938431784,10043.0,0.0,C1494344961,0.0,413115.57,0,0
321,PAYMENT,21677.59,C371054812,100376.0,78698.41,M93188710,0.0,0.0,0,0
352,CASH_IN,298083.23,C8592679,12975.0,311058.23,C1790083415,1242019.98,943936.75,0,0
227,PAYMENT,43685.37,C876246165,541.29,0.0,M2108427178,0.0,0.0,0,0
161,CASH_IN,44706.62,C1160205695,4741649.05,4786355.67,C1835350880,314246.65,269540.03,0,0
326,CASH_OUT,60068.39,C626166668,238452.8,178384.41,C245226011,19774.51,79842.9,0,0
380,CASH_OUT,90721.64,C1875326637,0.0,0.0,C412945183,1070559.64,1161281.28,0,0
286,CASH_OUT,306132.53,C1983425344,0.0,0.0,C462968772,953959.03,1260091.56,0,0
336,PAYMENT,11850.13,C680075161,50357.0,38506.87,M457031965,0.0,0.0,0,0
12,PAYMENT,5285.73,C837750821,0.0,0.0,M2078568580,0.0,0.0,0,0
400,CASH_IN,51814.65,C1108724636,130673.0,182487.65,C464125443,537110.56,485295.91,0,0
619,PAYMENT,18128.5,C32895751,14568.0,0.0,M1985275000,0.0,0.0,0,0
19,CASH_IN,176092.16,C778459733,20274.52,196366.69,C1888627782,339426.91,0.0,0,0
691,PAYMENT,4442.45,C359176173,0.0,0.0,M971221064,0.0,0.0,0,0
329,CASH_OUT,303012.78,C1933217198,234009.89,0.0,C1745293665,320761.48,623774.26,0,0
354,TRANSFER,445735.87,C1707387094,332936.15,0.0,C552119191,1317718.42,1763454.3,0,0
226,PAYMENT,9085.98,C1047729166,0.0,0.0,M1943663530,0.0,0.0,0,0
135,PAYMENT,5790.38,C1135405236,0.0,0.0,M1088322081,0.0,0.0,0,0
156,TRANSFER,303520.69,C1155567390,0.0,0.0,C2036393827,793178.85,1096699.54,0,0
211,PAYMENT,36603.79,C1346655522,5280.51,0.0,M1677374740,0.0,0.0,0,0
192,TRANSFER,918381.34,C1506903516,2996.57,0.0,C1794105993,1220097.25,2138478.58,0,0
403,CASH_OUT,100859.55,C1304952281,23606.0,0.0,C79282725,1485866.09,1586725.64,0,0
13,CASH_OUT,12903.71,C1750863469,0.0,0.0,C1810800169,243758.85,350203.88,0,0
326,CASH_OUT,229296.13,C743737215,0.0,0.0,C1411204976,503085.96,732382.09,0,0
259,TRANSFER,448699.6,C820756694,2876.0,0.0,C1752422918,176347.54,625047.14,0,0
183,CASH_IN,39371.88,C1657768089,8770027.65,8809399.53,C1921626135,603396.44,564024.56,0,0
280,CASH_OUT,133807.0,C907449161,66053.9,0.0,C2111636698,5120014.88,5253821.89,0,0
330,CASH_IN,333481.46,C1916719566,367710.0,701191.46,C944751792,99880.18,0.0,0,0
160,CASH_OUT,258411.34,C1201348541,0.0,0.0,C1662783641,27968670.03,28227081.36,0,0
372,PAYMENT,19746.29,C1040592129,31758.0,12011.71,M349640982,0.0,0.0,0,0
380,CASH_OUT,52722.4,C549822146,34009.0,0.0,C2051415787,1331290.93,1384013.33,0,0
11,PAYMENT,8244.6,C134429435,463799.0,455554.4,M604786195,0.0,0.0,0,0
136,PAYMENT,7233.83,C2001307189,5980.47,0.0,M589543514,0.0,0.0,0,0
11,TRANSFER,710116.66,C1014799786,0.0,0.0,C1105527690,11253824.03,11633025.37,0,0
134,CASH_OUT,245015.37,C223340335,0.0,0.0,C1064681485,1495518.5,1740533.87,0,0
235,PAYMENT,12068.67,C236355128,23491.0,11422.33,M754438757,0.0,0.0,0,0
188,CASH_OUT,232799.76,C821195010,0.0,0.0,C2098721451,1186839.72,1419639.48,0,0
281,PAYMENT,1168.0,C1947380410,197854.39,196686.39,M2117259430,0.0,0.0,0,0
259,CASH_OUT,90969.53,C812992009,15149.0,0.0,C1404203960,96936.79,187906.32,0,0
18,CASH_OUT,287095.04,C1544993208,240346.43,0.0,C2135806154,1354094.37,1805499.29,0,0
522,PAYMENT,935.81,C1315443234,1784.0,848.19,M1111365132,0.0,0.0,0,0
37,CASH_IN,87992.24,C1863524980,647759.24,735751.48,C609042322,446616.1,358623.86,0,0
280,CASH_OUT,392259.43,C1043491593,34101.0,0.0,C297496915,148886.61,541146.03,0,0
251,PAYMENT,6095.36,C2020485097,0.0,0.0,M2071906622,0.0,0.0,0,0
326,CASH_OUT,619520.57,C1221780168,2355.0,0.0,C830867549,0.0,619520.57,0,0
184,CASH_IN,376157.58,C1625438834,2934.0,379091.58,C268982217,10434.22,0.0,0,0
301,CASH_OUT,252166.63,C1733300847,93854.0,0.0,C2050576811,4722164.76,4974331.39,0,0
308,CASH_IN,183788.47,C1511570086,6522733.14,6706521.61,C1366015356,4592757.93,4408969.46,0,0
205,CASH_IN,156442.99,C1207130560,2469798.12,2626241.11,C122320054,7416493.81,7260050.82,0,0
370,TRANSFER,630377.75,C1848073845,31702.0,0.0,C2106576923,6155458.64,6785836.39,0,0
41,TRANSFER,168633.63,C51910292,20795.0,0.0,C248141927,585127.77,753761.4,0,0
205,CASH_IN,90232.81,C605869421,6744106.39,6834339.2,C401682566,219271.9,129039.09,0,0
166,CASH_OUT,590.83,C862281131,0.0,0.0,C661535172,46444.72,47035.55,0,0
403,CASH_OUT,158186.04,C1831806450,20434.0,0.0,C21751738,0.0,158186.04,0,0
20,PAYMENT,4414.7,C1910811133,205483.0,201068.3,M987165840,0.0,0.0,0,0
324,PAYMENT,51834.38,C1440735646,50013.0,0.0,M33167211,0.0,0.0,0,0
41,CASH_OUT,240862.18,C508825232,10907.0,0.0,C491594320,0.0,240862.18,0,0
228,PAYMENT,71433.47,C310101954,0.0,0.0,M524453155,0.0,0.0,0,0
236,CASH_OUT,85016.06,C1462230531,0.0,0.0,C1632311315,1741993.47,1827009.53,0,0
226,CASH_OUT,198734.66,C1326303702,0.0,0.0,C1013031913,12415202.91,12613937.57,0,0
34,CASH_IN,103492.56,C536634074,2457715.93,2561208.48,C1253691927,539060.48,319412.52,0,0
334,TRANSFER,461653.6,C124954568,0.0,0.0,C103665941,1206658.75,1668312.36,0,0
211,CASH_OUT,87750.76,C901297213,160.0,0.0,C666635035,25997.55,113748.3,0,0
282,CASH_OUT,48446.09,C634170586,0.0,0.0,C1525983891,2529801.94,2578248.04,0,0
44,PAYMENT,4345.55,C1539416691,232799.0,228453.45,M1809614851,0.0,0.0,0,0
46,CASH_OUT,14667.42,C1202158575,96953.71,82286.29,C1288019891,3640626.61,3655294.03,0,0
332,CASH_IN,104711.39,C1317501737,311454.75,416166.14,C947045768,566669.49,461958.11,0,0
356,CASH_IN,40107.76,C1687451841,2613685.5,2653793.26,C886533106,205086.96,164979.19,0,0
153,CASH_OUT,58496.39,C48496814,0.0,0.0,C398886593,284453.97,342950.36,0,0
9,PAYMENT,17705.36,C241397828,0.0,0.0,M652046272,0.0,0.0,0,0
255,CASH_OUT,62275.31,C1752268217,0.0,0.0,C1062077601,1544673.9,1606949.21,0,0
183,CASH_OUT,338269.16,C482839760,32689.0,0.0,C1764723931,4206620.34,4544889.5,0,0
284,CASH_OUT,110016.51,C1792610624,30373.0,0.0,C510113906,12247592.05,12357608.56,0,0
203,CASH_IN,31010.23,C1372313805,142041.29,173051.52,C930266774,211057.33,180047.1,0,0
161,CASH_OUT,236627.72,C1354612498,28085.0,0.0,C169756478,0.0,236627.72,0,0
404,TRANSFER,181546.04,C913321436,51274.0,0.0,C1498727889,0.0,181546.04,0,0
34,CASH_IN,567279.32,C1088826936,5031.0,572310.32,C739504845,284696.42,0.0,0,0
166,TRANSFER,36333.43,C331097076,31108.0,0.0,C387801900,149570.79,185904.23,0,0
283,CASH_OUT,658.06,C1162564420,9887.0,9228.94,C66721471,9567.92,10225.98,0,0
478,PAYMENT,3414.52,C1349019516,0.0,0.0,M1647766465,0.0,0.0,0,0
298,CASH_OUT,46610.51,C909926504,0.0,0.0,C339080810,347472.24,243012.9,0,0
205,CASH_OUT,338185.56,C281374887,0.0,0.0,C1697698100,2599202.53,2937388.09,0,0
119,CASH_OUT,219630.04,C76995021,0.0,0.0,C1551239574,662432.3,882062.35,0,0
403,CASH_OUT,4113.43,C1100541793,0.0,0.0,C2061978188,606725.05,610838.48,0,0
186,PAYMENT,189.38,C851217126,431365.05,431175.67,M1757824411,0.0,0.0,0,0
281,CASH_IN,388834.18,C642007743,3054695.89,3443530.07,C1250985335,864074.59,475240.41,0,0
303,PAYMENT,33345.82,C59076537,2535.0,0.0,M1097646593,0.0,0.0,0,0
276,CASH_OUT,71090.13,C646188407,12976.0,0.0,C90691925,678441.11,749531.24,0,0
396,CASH_OUT,115593.45,C1705484220,0.0,0.0,C766865190,1519155.87,1634749.32,0,0
302,CASH_OUT,352519.35,C30535444,12889.0,0.0,C1167171311,58919.31,411438.66,0,0
9,CASH_IN,297574.09,C256190508,26956452.65,27254026.74,C2135919757,360162.69,152012.89,0,0
20,CASH_OUT,71254.1,C1164557926,3051.0,0.0,C1464144175,387519.08,461842.03,0,0
258,PAYMENT,15397.82,C2028145152,97315.0,81917.18,M1853348130,0.0,0.0,0,0
167,CASH_OUT,140237.82,C1014744847,17193.28,0.0,C457049055,332387.88,472625.7,0,0
348,CASH_IN,379979.21,C252563686,20212.0,400191.21,C2077095197,592385.0,212405.78,0,0
284,CASH_IN,166177.68,C1191732517,66692.0,232869.68,C1196458217,0.0,0.0,0,0
371,CASH_IN,91379.82,C1205145135,19210.0,110589.82,C777828036,1035763.65,944383.83,0,0
334,PAYMENT,329.76,C192405488,136.0,0.0,M1203272843,0.0,0.0,0,0
382,PAYMENT,16422.16,C1459526205,0.0,0.0,M115889183,0.0,0.0,0,0
525,CASH_IN,116049.41,C1403883685,9631.0,125680.41,C1288693168,56533.94,0.0,0,0
402,PAYMENT,15949.05,C1080006825,12045.0,0.0,M576045272,0.0,0.0,0,0
277,CASH_OUT,90372.02,C1002239707,0.0,0.0,C508992992,419309.85,509681.86,0,0
14,PAYMENT,10235.3,C1857819385,0.0,0.0,M736865296,0.0,0.0,0,0
542,CASH_OUT,481692.9,C2078088166,0.0,0.0,C1287147230,1323465.36,1805158.27,0,0
178,PAYMENT,8578.3,C1063926003,21326.0,12747.7,M361697835,0.0,0.0,0,0
332,CASH_OUT,47477.61,C1178099330,0.0,0.0,C665250064,2096736.99,2144214.6,0,0
212,CASH_OUT,3561.51,C1183365307,0.0,0.0,C1223393348,221893.85,225455.36,0,0
44,CASH_IN,113319.95,C1023661353,12800293.97,12913613.92,C1738973904,3366234.49,3252914.54,0,0
322,CASH_IN,186831.73,C1150688611,2036406.26,2223237.98,C979080399,673854.15,487022.43,0,0
138,TRANSFER,16183.31,C67033947,0.0,0.0,C980726768,226489.92,248319.65,0,0
351,PAYMENT,25896.85,C1118602822,747043.53,721146.68,M1025353296,0.0,0.0,0,0
394,CASH_IN,222742.96,C1116560543,15966539.69,16189282.65,C2067034184,969315.95,746572.99,0,0
352,CASH_OUT,137963.02,C25594309,0.0,0.0,C851531621,1120062.54,1258025.56,0,0
283,CASH_OUT,37349.28,C1771126926,0.0,0.0,C1841238375,62686.48,100035.76,0,0
37,PAYMENT,7309.21,C707773932,40015.0,32705.79,M74623893,0.0,0.0,0,0
211,CASH_OUT,230939.1,C364814587,0.0,0.0,C2146028027,2573971.54,2804910.64,0,0
306,PAYMENT,19942.93,C976038776,24188.0,4245.07,M157709114,0.0,0.0,0,0
254,CASH_IN,159172.09,C1100028471,7869890.42,8029062.51,C1315474011,3035558.32,2876386.23,0,0
540,CASH_IN,162474.54,C1334195319,167.0,162641.54,C766802621,0.0,0.0,0,0
188,CASH_IN,104512.23,C1602888582,12290805.73,12395317.96,C1886064283,360035.5,255523.27,0,0
46,PAYMENT,2528.84,C538185057,239.0,0.0,M896143564,0.0,0.0,0,0
542,CASH_IN,55737.37,C1616004699,5752.0,61489.37,C931407118,0.0,0.0,0,0
380,CASH_OUT,90245.0,C233600328,0.0,0.0,C1967223361,1477481.14,1567726.14,0,0
